Name,Dosage,Forme,Presentation,Price,Remboursement,DCI,Type,Prescription
TAVASTOR,10 mg,Comprimes pellicules,FL/30,19.41,12.47,ATORVASTATINE,Autres,Oui
TAVASTOR,10 mg,Comprimes pellicules,FL/90,45.665,37.408,ATORVASTATINE,Autres,Oui
TAVER,200 mg,Comprimes,B/50,2.489,2.45,CARBAMAZEPINE,Anticonvulsivants,Oui
TEDEMA,25 mg,Comprimes pellicules,B/30,10.24,8.696,VENLAFAXINE,Antidépresseurs,Oui
TEDEMA,50 mg,Comprimes pellicules,B/30,14.93,12.674,VENLAFAXINE,Antidépresseurs,Oui
TEDEMA LP,"37,5 mg",Gelules à liberation prolongee,B/30,15.95,13.311,VENLAFAXINE,Antidépresseurs,Oui
TEFANYL,"0,25 mg/ml",Collyre,FL/5 ml,13.187,11.207,KETOTIFENE,Antihistaminiques,Non
TEFANYL,1 mg,Comprimes enrobes,B/60,11.79,9.996,KETOTIFENE,Antihistaminiques,Non
TEFANYL,1 mg/5 ml,Sirop,FL/150 ml,8.225,6.885,KETOTIFENE,Antihistaminiques,Non
TEGRETOL,"2,00%",Suspension buvable,FL/250 ml,12.411,12.25,CARBAMAZEPINE,Anticonvulsivants,Oui
TEGRETOL LP,200 mg,Comprimes secables LP,B/50,15.042,15.0,CARBAMAZEPINE,Anticonvulsivants,Oui
TEGRETOL LP,400 mg,Comprimes à liberation prolongee,B/30,17.072,17.07,CARBAMAZEPINE,Anticonvulsivants,Oui
TELEBRIX 35,"35,00%",Solution injectable,FL/100 ml,67.839,56.015,ACIDE IOXITALAMIQUE,Autres,Oui
TELEBRIX 35,"35,00%",Solution injectable,FL/200 ml,131.452,111.734,ACIDE IOXITALAMIQUE,Autres,Oui
TELEBRIX 35,"35,00%",Solution injectable,FL/50 ml,39.604,28.008,ACIDE IOXITALAMIQUE,Autres,Oui
TELFAST,120 mg,Comprimes pellicules,B/15,10.085,6.503,FEXOFENADINE,Antihistaminiques,Non
TELFAST,180 mg,Comprimes pellicules,B/15,10.98,6.796,FEXOFENADINE,Antihistaminiques,Non
TELMYCOR,40 mg,Comprimes,B/30,25.565,19.788,TELMISARTAN,Antihypertenseurs,Oui
TELMYCOR,80 mg,Comprimes,B/30,28.46,19.788,TELMISARTAN,Antihypertenseurs,Oui
TELMYCOR PLUS,"40 mg/12,5 mg",Comprimes,B/30,25.565,21.726,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
TELMYCOR PLUS,"80 mg/12,5 mg",Comprimes,B/30,28.46,24.174,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
TELMYCOR PLUS,80 mg/25 mg,Comprimes,B/30,28.42,24.149,TELMISARTAN + HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
TELMYCOR-AM,40 mg/10 mg,Comprimes,B/30,29.285,24.888,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
TELMYCOR-AM,40 mg/5 mg,Comprimes,B/30,29.285,24.888,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
TELMYCOR-AM,80 mg/10 mg,Comprimes,B/30,33.395,28.382,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
TELMYCOR-AM,80 mg/5 mg,Comprimes,B/30,33.395,28.382,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
TEMESTA,1 mg,Comprimes secables,B/30,3.381,1.344,LORAZEPAM,Anxiolytiques (calmants),Oui
TEMESTA,"2,5 mg",Comprimes secables,B/30,4.61,1.836,LORAZEPAM,Anxiolytiques (calmants),Oui
TENAR,"0,2 mg",Comprimes pellicules,B/30,16.865,13.719,MOXONIDINE,Antihypertenseurs,Oui
TENAR,"0,4 mg",Comprimes pellicules,B/30,29.94,25.449,MOXONIDINE,Antihypertenseurs,Oui
TENDINYL,"0,10%",Collyre,FL/5 ml,4.304,3.655,INDOMETACINE,Anti-inflammatoires,Non
TENDINYL,100 mg,Suppositoires,B/10,4.18,2.695,INDOMETACINE,Anti-inflammatoires,Oui
TENDINYL,25 mg,Gelules,B/30,3.73,3.162,INDOMETACINE,Anti-inflammatoires,Non
TENDINYL,50 mg,Suppositoires,B/10,2.435,1.428,INDOMETACINE,Anti-inflammatoires,Oui
TENORETIC,"50 mg/12,5 mg",Comprimes pellicules,B/30,10.434,8.849,ATENOLOL+CHLORTALIDONE,Antihypertenseurs,Oui
TENORMINE,100 mg,Comprimes secables,B/28,13.15,7.997,ATENOLOL,Antihypertenseurs,Oui
TENSIOL,200 mg,Comprimes pellicules,B/30,5.19,4.412,ACEBUTOLOL,Antihypertenseurs,Oui
TENSIOL,400 mg,Comprimes pellicules,B/30,7.09,6.018,ACEBUTOLOL,Antihypertenseurs,Oui
TENSIOVALS 80,80 mg,Comprimes pellicules,B/30,20.885,14.56,VALSARTAN,Antihypertenseurs,Oui
TENSIOVALS DUO,5 mg/80 mg,Comprimes pellicules,B/30,41.995,28.356,AMLODIPINE + VALSARTAN,Antihypertenseurs,Oui
TENSOPRIL,25 mg,Comprimes,B/30,10.11,4.233,CAPTOPRIL,Antihypertenseurs,Oui
TENSYNEL,10 mg,Gelules,B/30,19.1,9.996,AMLODIPINE,Antihypertenseurs,Oui
TENSYNEL,5 mg,Gelules,B/30,12.675,7.14,AMLODIPINE,Antihypertenseurs,Oui
TERALITHE,250 mg,Comprimes secables,B/100,3.237,2.72,LITHIUM CARBONATE,Antipsychotiques,Oui
TERBISIL,250 mg,Comprimes secables,B/14,30.45,18.469,TERBINAFINE,Antifongiques,Non
TERCYD,250 mg,Comprimes secables,B/15,33.295,19.788,TERBINAFINE,Antifongiques,Non
TERCYD,250 mg,Comprimes secables,B/30,63.865,39.576,TERBINAFINE,Antifongiques,Non
TETRADOX 100,100 mg,Comprimes,B/10,4.255,3.459,DOXYCYCLINE,Antibiotiques,Oui
TETRADOX 200,200 mg,Comprimes secables,B/10,6.865,5.831,DOXYCYCLINE,Antibiotiques,Oui
THERADIAM,60 mg,Comprimes secables à liberation modifiee,B/30,13.54,9.843,GLICLAZIDE,Antidiabétiques,Oui
THERADIAM,60 mg,Comprimes secables à liberation modifiee,B/60,23.19,19.686,GLICLAZIDE,Antidiabétiques,Oui
THERAPRIL,10 mg,Comprimes,B/30,34.885,29.631,PERINDOPRIL,Antihypertenseurs,Oui
THERAPRIL,5 mg,Comprimes secables,B/30,20.01,16.167,PERINDOPRIL,Antihypertenseurs,Oui
THIOBACTIN,500 mg,Comprimes enrobes,B/24,12.084,10.261,THIAMPHENICOL,Antibiotiques,Oui
THYRO-4,100 µg,Comprimes secables,FL/100,7.545,6.375,LEVOTHYROXINE,Hormones,Non
THYROFIX,25 µg,Comprimes,B/30,2.43,1.097,LEVOTHYROXINE,Hormones,Non
THYROFIX,75 µg,Comprimes,B/30,5.56,2.346,LEVOTHYROXINE,Hormones,Non
THYROZOL,10 mg,Comprimes pellicules secables,B/30,8.921,7.574,THIAMAZOLE,Hormones,Oui
THYROZOL,5 mg,Comprimes pellicules,B/30,5.834,4.106,THIAMAZOLE,Hormones,Oui
THYROZOL,5 mg,Comprimes secables,B/100,16.16,13.685,THIAMAZOLE,Hormones,Oui
TIAGAM,100 mg,Comprimes dispersibles secables,B/30,7.0,4.258,ACIDE TIAPROFENIQUE,Anti-inflammatoires,Oui
TIAGAM,200 mg,Comprimes dispersibles secables,B/20,10.075,5.644,ACIDE TIAPROFENIQUE,Anti-inflammatoires,Oui
TIAPRAM,100 mg,Comprimes secables,B/30,5.015,4.258,ACIDE TIAPROFENIQUE,Anti-inflammatoires,Oui
TIAPRIDAL,100 mg,Comprimes secables,B/20,5.438,4.607,TIAPRIDE,Antispasmodiques,Non
TIAPRIDAL,100 mg,Solution injectable,B/12/2 ml,5.018,4.264,TIAPRIDE,Antispasmodiques,Non
TILDIEM,60 mg,Comprimes,B/30,7.025,5.967,DILTIAZEM,Antihypertenseurs,Oui
TILL,"0,30%",Solution externe,FL/200 ml,4.445,1.76,TRICLOSAN,Autres,Oui
TIMOPROST 3M,50 µg/5 mg,Collyre,FL/2.5 ml,26.415,22.453,LATANOPROST + TIMOLOL,Autres,Oui
TINASIL,250 mg,Comprimes,B/10,25.02,13.192,TERBINAFINE,Antifongiques,Non
TIORFAN,100 mg,Gelules,B/20,19.145,7.656,RACECADOTRIL,Antidiarrhéiques,Non
TIORFAN ENFANT,30 mg,Poudre pour solution orale,B/30 sachets,18.74,4.812,RACECADOTRIL,Antidiarrhéiques,Non
TIORFAN NOURRISSON,10 mg,Poudre pour solution orale,B/16 sachets,18.74,4.659,RACECADOTRIL,Antidiarrhéiques,Non
TIORTEC ENFANT,30 mg,Poudre pour solution orale,B/30,13.63,4.812,RACECADOTRIL,Antidiarrhéiques,Non
TIORTEC NOURRISSONS,10 mg,Poudre pour solution orale,B/16,13.63,4.659,RACECADOTRIL,Antidiarrhéiques,Non
TITANOREINE,300 mg,Suppositoires,B/12,5.5,2.198,CARRAGHENATES+ZINC SULFATE,Anti-inflammatoires,Oui
TOBRA SP,"0,30%",Collyre,FL/5 ml,3.63,3.085,TOBRAMYCINE,Antibiotiques,Oui
TOBRACOL,"0,30%",Collyre,FL/5 ml,3.63,3.085,TOBRAMYCINE,Antibiotiques,Oui
TOBRACOL 3M,"0,30%",Collyre,FL/5 ml,3.63,3.085,TOBRAMYCINE,Antibiotiques,Oui
TOBRACORT,"0,1%/0,3%",Collyre,FL/5 ml,4.39,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,Non
TOBRACORT 3M,15 mg/5 ml,Collyre,FL/5 ml,4.39,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,Non
TOBRADEX,100 mg/300 mg,Collyre,FL/5 ml,5.41,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,Non
TOBRADEX,100 mg/300 mg,Pommade ophtalmique,T/3.5 g,6.395,5.436,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,Non
TOBREX,"0,30%",Collyre,FL/5 ml,3.94,3.085,TOBRAMYCINE,Antibiotiques,Oui
TOMYCOSE,"1,00%",Lotion,FL/25 ml,5.475,2.295,TOLNAFTATE,Antifongiques,Non
TONUCAL,500 mg,Comprimes à croquer,B/30,4.76,3.239,CALCIUM,Vitamines et compléments alimentaires,Non
TORENTAL,400 mg,Comprimes à liberation prolongee,B/20,10.89,3.104,PENTOXYFYLLINE,Autres,Oui
TORVA,10 mg,Comprimes pellicules,B/30,15.67,12.47,ATORVASTATINE,Autres,Oui
TORVA,10 mg,Comprimes pellicules,B/90,47.08,37.408,ATORVASTATINE,Autres,Oui
TOUJEO SOLOSTAR,300 UI/ml,Solution injectable,3 stylos/1.5 ml,154.09,154.09,INSULINE ANALOGUE : GLARGINE,Antidiabétiques,Oui
TRAMADIS,50 mg,Gelules,B/10,4.64,2.678,TRAMADOL,Analgésiques (antidouleurs),Non
TRAMAL,50 mg,Gelules,B/10,5.34,2.678,TRAMADOL,Analgésiques (antidouleurs),Oui
TRANXENE,10 mg,Gelules,B/30,3.392,1.356,CLORAZEPATE DIPOTASSIQUE,Anxiolytiques (calmants),Oui
TRAVATAN,40 µg/ml,Collyre,FL/2.5 ml,31.268,26.578,TRAVOPROST,Autres,Oui
TRIATEC,10 mg,Comprimes secables,B/28,28.53,19.683,RAMIPRIL,Antihypertenseurs,Oui
TRIATEC,10 mg,Comprimes secables,B/30,48.28,21.088,RAMIPRIL,Antihypertenseurs,Oui
TRIATEC,"2,5 mg",Comprimes secables,B/28,19.01,15.47,RAMIPRIL,Antihypertenseurs,Oui
TRIATEC,"2,5 mg",Comprimes secables,B/30,34.03,16.575,RAMIPRIL,Antihypertenseurs,Oui
TRIATEC,5 mg,Comprimes secables,B/28,22.98,14.209,RAMIPRIL,Antihypertenseurs,Oui
TRIATEC,5 mg,Comprimes secables,B/30,42.79,15.223,RAMIPRIL,Antihypertenseurs,Oui
TRICLOBACTER,"1,00%",Solution externe,FL/200 ml,3.885,1.12,TRICHLOCARBAN,Autres,Oui
TRICLOBACTER,"1,00%",Solution externe,FL/400 ml,5.85,2.24,TRICHLOCARBAN,Autres,Oui
TRICLOSAN,"1,00%",Poudre à usage externe,FL/80 g,3.2,1.28,TRICHLOCARBAN,Autres,Oui
TRIMAX 500,500 mg,Comprimes pellicules secables,B/3,11.63,6.74,AZITHROMYCINE,Antibiotiques,Oui
TRIMAX UNO,500 mg,Comprimes pellicules secables,B/2,6.385,4.493,AZITHROMYCINE,Antibiotiques,Oui
TRIMEDINE,100 mg,Gelules,B/30,4.58,1.764,TRIMEBUTINE,Antispasmodiques,Non
TRIMEGAM,100 mg,Comprimes,B/30,4.43,1.764,TRIMEBUTINE,Antispasmodiques,Non
TRIPAKINE LP SAIPH,500 mg,Comprimes pellicules lp,B/30,15.59,15.57,VALPROATE DE SODIUM + ACIDE VALPROIQUE,Anticonvulsivants,Oui
TRIPLIXAM,"10 mg/2,5 mg/10 mg",Comprimes pellicules,B/30,64.24,54.596,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,Oui
TRIPLIXAM,"10 mg/2,5 mg/5 mg",Comprimes pellicules,B/30,59.816,50.822,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,Oui
TRIPLIXAM,"5 mg/1,25 mg/10 mg",Comprimes pellicules,B/30,49.119,41.744,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,Oui
TRIPLIXAM,"5 mg/1,25 mg/5 mg",Comprimes pellicules,B/30,46.067,39.143,PERINDOPRIL+INDAPAMIDE+AMLODIPINE,Antihypertenseurs,Oui
TRITAZIDE,"10 mg/12,5 mg",Comprimes secables,B/30,50.32,25.424,RAMIPRIL+HYDROCHLOROTHIZIDE,Antihypertenseurs,Oui
TRITAZIDE,10 mg/25 mg,Comprimes secables,B/30,50.32,25.424,RAMIPRIL+HYDROCHLOROTHIZIDE,Antihypertenseurs,Oui
TRITAZIDE,5 mg/25 mg,Comprimes secables,B/28,41.14,15.827,RAMIPRIL+HYDROCHLOROTHIZIDE,Antihypertenseurs,Oui
TRIVASTAL LP,50 mg,Comprimes à liberation prolongee,B/30,10.045,4.008,PIRIBEDIL,Autres,Oui
TUNOLOL,"0,25%",Collyre,B/15 ophtads/0.45 ml,5.225,4.437,TIMOLOL,Antihypertenseurs,Oui
TUNOLOL,"0,25%",Collyre,FL/5 ml,3.12,2.652,TIMOLOL,Antihypertenseurs,Oui
TUNOLOL,"0,50%",Collyre,B/15 ophtads/0.45 ml,6.94,5.89,TIMOLOL,Antihypertenseurs,Oui
TUNOLOL,"0,50%",Collyre,FL/5 ml,3.17,2.694,TIMOLOL,Antihypertenseurs,Oui
TWYNSTA,40 mg/10 mg,Comprimes,B/28,41.73,23.229,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
TWYNSTA,40 mg/5 mg,Comprimes,B/28,41.73,23.229,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
TWYNSTA,80 mg/10 mg,Comprimes,B/28,47.605,26.489,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
TWYNSTA,80 mg/5 mg,Comprimes,B/28,47.605,26.489,TELMISARTAN + AMLODIPINE,Antihypertenseurs,Oui
U-CEF,250 mg,Comprimes pellicules,FL/14,19.025,10.222,CEFUROXIME,Antibiotiques,Oui
U-CEF,500 mg,Comprimes pellicules,FL/14,32.685,27.775,CEFUROXIME,Antibiotiques,Oui
ULCAR,1 g,Suspension buvable,B/30 sachets,10.905,3.732,SUCRALFATE,Antiacides,Non
ULCEFIX,1 g,Comprimes,B/30,8.9,3.552,SUCRALFATE,Antiacides,Non
ULCEFIX,1 g,Poudre  pour solution orale,B/30,8.9,3.552,SUCRALFATE,Antiacides,Non
ULDINE 10,10 mg,Comprimes,B/20,5.16,4.148,FAMOTIDINE,Antiacides,Non
ULDINE 20,20 mg,Comprimes pellicules,B/30,13.92,11.246,FAMOTIDINE,Antiacides,Non
ULDINE 40,40 mg,Comprimes pellicules,B/10,8.065,4.471,FAMOTIDINE,Antiacides,Non
ULDINE 40,40 mg,Comprimes pellicules,B/30,19.39,13.413,FAMOTIDINE,Antiacides,Non
ULTIBRO BREEZHALER,85 µg/43 µg,Poudre pour inhalation buccale,B/30 gélules + inhal,139.805,118.83,GLYCOPYRRONIUM BROMIDE + INDACATEROL,Bronchodilatateurs,Oui
UN-ALFA,"0,25 µg",Capsules orales,B/30,5.696,4.82,ALFACALCIDOL,Vitamines et compléments alimentaires,Non
UN-ALFA,1 µg,Capsules orales,B/30,53.455,45.416,ALFACALCIDOL,Vitamines et compléments alimentaires,Non
UNICAINE,"1,00%",Solution injectable,B/10/5 ml,4.96,4.088,LIDOCAINE,Anesthésiques,Oui
UNICAINE,"2,00%",Solution injectable,B/10/5 ml,6.12,4.624,LIDOCAINE,Anesthésiques,Oui
UNICROM,"2,00%",Collyre,FL/5 ml,4.19,3.562,CROMOGLYCATE DE SODIUM,Antihistaminiques,Non
UNICROM,"4,00%",Collyre,FL/5 ml,5.45,4.633,CROMOGLYCATE DE SODIUM,Antihistaminiques,Non
UNICROM 3M,"2,00%",Collyre,FL/5 ml,6.29,3.562,CROMOGLYCATE DE SODIUM,Antihistaminiques,Non
UNICROM 3M,"4,00%",Collyre,FL/5 ml,7.18,4.633,CROMOGLYCATE DE SODIUM,Antihistaminiques,Non
UNICROM OPHTADOSE,"2,00%",Collyre monodose,B/15 FL/0.35 ml,8.64,3.562,CROMOGLYCATE DE SODIUM,Antihistaminiques,Non
UNIDEX,4 mg/ml,Solution injectable,B/1/1 ml,0.924,0.623,DEXAMETHASONE,Corticoïdes,Oui
UNIDEX,4 mg/ml,Solution injectable,B/10/1 ml,7.335,6.231,DEXAMETHASONE,Corticoïdes,Oui
UNIDEX FORT,8 mg/2 ml,Solution injectable,B/1/2 ml,1.45,1.063,DEXAMETHASONE,Corticoïdes,Oui
UNIGENTA 10,10 mg,Solution injectable,B/2/1 ml,2.08,1.766,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 10,10 mg,Solution injectable,B/5/1 ml,5.195,4.416,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 160,160 mg,Solution injectable,B/1 FL/2 ml,5.295,2.66,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 160,160 mg,Solution injectable,B/1/2 ml,3.88,2.66,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 160,160 mg,Solution injectable,B/2/2 ml,3.88,2.66,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 20,20 mg,Solution injectable,B/2/2 ml,2.39,1.834,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 20,20 mg,Solution injectable,B/5/2 ml,5.745,4.586,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 40,40 mg,Solution injectable,B/2/2 ml,2.835,1.826,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 40,40 mg,Solution injectable,B/5/2 ml,6.075,4.564,GENTAMICINE,Antibiotiques,Oui
UNIGENTA 80,80 mg,Solution injectable,B/2/2 ml,3.78,2.978,GENTAMICINE,Antibiotiques,Oui
UNIPHRINE,"0,50%",Collyre,FL/5 ml,1.45,0.58,BENZALKONIUM CHLORURE+BORATE DE SOUDE+SYNEPHRINE,Décongestionnants,Non
UNISIA,8 mg/5 mg,Comprimes,B/30,28.535,24.25,CANDESARTAN+AMLODIPINE,Antihypertenseurs,Oui
UNITAG,200 mg,Solution injectable,B/10/2 ml,5.945,5.049,CIMETIDINE,Antiacides,Non
UPFEN,200 mg,Comprimes effervescents,B/2 tubes/10,6.28,4.063,IBUPROFEN,Anti-inflammatoires,Non
URBANYL,10 mg,Comprimes secables,B/30,11.115,3.288,CLOBAZAM,Anxiolytiques (calmants),Oui
URICARE,10 mg,Comprimes pellicules,B/30,35.14,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
URICARE,5 mg,Comprimes pellicules,B/30,35.14,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
UROREC,4 mg,Gelules,B/30,34.175,13.668,SILODOSINE,Antihypertenseurs,Oui
UROREC,8 mg,Gelules,B/30,34.175,13.668,SILODOSINE,Antihypertenseurs,Oui
URSOBILANE,300 mg,Gelules,B/60,75.405,64.056,URSODESOXYCHOLIQUE ACIDE,Autres,Oui
URSOLVAN,200 mg,Gelules,B/30,22.626,19.227,URSODESOXYCHOLIQUE ACIDE,Autres,Oui
UTROGESTAN,100 mg,Capsules molles,B/30,11.945,10.149,PROGESTERONE,Hormones,Oui
UTROGESTAN,200 mg,Capsules molles,B/15,10.551,8.963,PROGESTERONE,Hormones,Oui
VAGILEN,500 mg,Ovules,B/10,3.44,1.324,METRONIDAZOLE,Antibiotiques,Oui
VAINCOR,10 mg,Comprimes orodispersibles,B/30,57.24,48.654,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,10 mg,Comprimes orodispersibles,B/90,240.24,145.962,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,10 mg,Comprimes pellicules,B/30,65.24,48.654,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,10 mg,Comprimes pellicules,B/90,180.24,145.962,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,10 mg,Comprimes pellicules secables,B/28,88.24,45.41,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,10 mg,Comprimes pellicules secables,B/30,199.16,48.654,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,10 mg,Comprimes pellicules secables,B/90,310.24,145.962,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,10 mg,Comprimes pellicules secables,B/91,240.24,147.584,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,20 mg,Comprimes orodispersibles,B/10,99.24,34.068,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,20 mg,Comprimes orodispersibles,B/30,120.24,102.204,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,5 mg,Comprimes pellicules secables,B/28,46.44,18.564,OLANZAPINE,Antipsychotiques,Oui
VAINCOR,5 mg,Comprimes pellicules secables,B/91,135.94,60.333,OLANZAPINE,Antipsychotiques,Oui
VAL,80 mg,Comprimes pellicules secables,B/30,21.375,14.56,VALSARTAN,Antihypertenseurs,Oui
VALCYVIR,500 mg,Comprimes enrobes,B/10,25.76,18.896,VALACICLOVIR,Antiviraux,Oui
VALCYVIR,500 mg,Comprimes pellicules,B/42,103.705,79.361,VALACICLOVIR,Antiviraux,Oui
VALECORT,"0,10%",Creme dermique,T/10 g,3.995,3.392,BETAMETHASONE,Corticoïdes,Non
VALECORT,"0,10%",Lotion,FL/15 g,2.9,2.461,BETAMETHASONE,Corticoïdes,Non
VALECORT,"0,10%",Pommade dermique,T/10 g,4.16,3.536,BETAMETHASONE,Corticoïdes,Non
VALECORT NEOMYCINE,"0,10%",Creme dermique,T/10 g,3.325,1.725,BETAMETHASONE+NEOMYCINE,Corticoïdes,Non
VALECORT NEOMYCINE,"0,10%",Lotion,FL/15 g,3.325,2.818,BETAMETHASONE+NEOMYCINE,Corticoïdes,Non
VALECORT NEOMYCINE,"0,10%",Pommade dermique,T/10 g,3.05,1.725,BETAMETHASONE+NEOMYCINE,Corticoïdes,Non
VALOXINE,200 mg/ml,Solution buvable,FL/60 ml,9.035,9.0,ACIDE VALPROIQUE,Anticonvulsivants,Oui
VALOXINE,"57,64 mg/ml",Sirop,FL/150 ml,9.705,9.6,ACIDE VALPROIQUE,Anticonvulsivants,Oui
VALUE PLUS,5 mg/80 mg,Comprimes pellicules,B/30,33.76,28.356,AMLODIPINE + VALSARTAN,Antihypertenseurs,Oui
VASCOR,10 mg,Comprimes enrobes secables,B/30,15.525,13.184,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes enrobes secables,B/30,33.0,12.036,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes pellicules,B/30,19.85,12.036,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes pellicules secables,B/28,24.09,11.234,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes pellicules secables,B/30,18.065,12.036,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes pellicules secables,B/56,31.895,22.467,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes pellicules secables,B/60,34.31,24.072,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes pellicules secables,B/90,46.27,36.108,SIMVASTATINE,Autres,Oui
VASCOR,20 mg,Comprimes pellicules secables,B/98,46.27,39.318,SIMVASTATINE,Autres,Oui
VASCOR,40 mg,Comprimes pellicules,B/30,45.665,32.385,SIMVASTATINE,Autres,Oui
VASCOR,40 mg,Comprimes pellicules secables,B/28,31.14,15.113,SIMVASTATINE,Autres,Oui
VASCOR,40 mg,Comprimes pellicules secables,B/30,19.735,16.192,SIMVASTATINE,Autres,Oui
VASCOR,40 mg,Comprimes pellicules secables,B/56,43.77,30.226,SIMVASTATINE,Autres,Oui
VASCOR,40 mg,Comprimes pellicules secables,B/60,45.665,32.385,SIMVASTATINE,Autres,Oui
VASCOR,40 mg,Comprimes pellicules secables,B/90,62.32,48.578,SIMVASTATINE,Autres,Oui
VASCOR,40 mg,Comprimes pellicules secables,B/98,62.32,52.895,SIMVASTATINE,Autres,Oui
VASOCARD LP,200 mg,Comprimes secables LP,B/30,10.84,9.206,METOPROLOL,Antihypertenseurs,Oui
VENTAXX,100 µg,Suspension pour inhalation,FL/200,5.88,4.93,SALBUTAMOL,Bronchodilatateurs,Non
VENTAXX,2 mg/5 ml,Sirop,FL/150 ml,5.15,4.335,SALBUTAMOL,Bronchodilatateurs,Non
VERAX ADULTE,100 mg,Suppositoires,B/10,2.95,2.508,BENZYDAMINE,Anti-inflammatoires,Oui
VERAX ENFANT,25 mg,Suppositoires,B/10,2.19,1.862,BENZYDAMINE,Anti-inflammatoires,Oui
VERMOX,100 mg,Comprimes,B/6,2.525,2.142,MEBENDAZOLE,Antiparasitaires,Non
VERMOX,100 mg/5 ml,Suspension buvable,FL/30 ml,4.53,3.85,MEBENDAZOLE,Antiparasitaires,Non
VERMOX,500 mg,Comprimes,B/1,1.89,1.607,MEBENDAZOLE,Antiparasitaires,Non
VERMOZOL,100 mg,Comprimes,B/6,5.875,2.142,MEBENDAZOLE,Antiparasitaires,Non
VESICARE,10 mg,Comprimes pellicules,B/30,65.155,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
VESICARE,5 mg,Comprimes pellicules,B/30,65.155,29.86,SOLIFENACINE SUCCINATE,Antispasmodiques,Non
VETIRA,250 mg,Comprimes pellicules,B/60,23.96,11.322,LEVETIRACETAM,Anticonvulsivants,Oui
VETIRA,500 mg,Comprimes pellicules,B/60,47.68,16.779,LEVETIRACETAM,Anticonvulsivants,Oui
VIBRA 200,200 mg,Comprimes secables,B/8,8.405,4.665,DOXYCYCLINE,Antibiotiques,Oui
VIBRAMYCINE N,100 mg,Comprimes secables,B/10,5.48,3.459,DOXYCYCLINE,Antibiotiques,Oui
VIRGAN,"1,5 mg/g",Gel ophtalmique,T/5 g,15.287,12.992,GANCICLOVIR,Antiviraux,Oui
VIRLIX,10 mg,Comprimes,B/15,9.62,3.188,CETIRIZINE,Antihistaminiques,Non
VISIODIS,"0,01%",Collyre,FL/10 ml,1.485,0.592,CETHOXINIUM,Autres,Oui
VISSEN,5 mg,Comprimes pellicules,B/30,19.825,11.628,ROSUVASTATINE,Autres,Oui
VISSEN,5 mg,Comprimes pellicules,B/90,51.72,34.884,ROSUVASTATINE,Autres,Oui
VITA B12,1000 µg/ml,Solution injectable,B/4 amps 1 ml,6.11,5.032,CYANOCOBALAMINE,Vitamines et compléments alimentaires,Non
